Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
1411,,,4122010864,0,03/07/2022,295,,Fiesta Vannila Cake,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
1412,,,4122010865,0,03/07/2022,1519,,Park Avenue,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
1413,,,4122010865,0,03/07/2022,1519,17049090,Trident Bubblegum14stick,283.94,6.0%,17.03,6.0%,17.03,-,-,-,-,-,-,27,PC,2,159.0,Cash
1414,,,4122010865,0,03/07/2022,1519,17049090,Trident Tropical Twist 14stick,283.94,6.0%,17.03,6.0%,17.03,-,-,-,-,-,-,27,PC,2,159.0,Cash
1415,,,4122010865,0,03/07/2022,1519,,Frubee Cardamom,210,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,210.0,Cash
1416,,,4122010865,0,03/07/2022,1519,1902,Tong Garden,142.86,6.0%,8.57,6.0%,8.57,-,-,-,-,-,-,27,PC,2,80.0,Cash
1417,,,4122010865,0,03/07/2022,1519,20081920,True Elements 5 In 1 Super Seeds Mix 125 gm,133.04,6.0%,7.98,6.0%,7.98,-,-,-,-,-,-,27,PC,1,149.0,Cash
1418,,,4122010865,0,03/07/2022,1519,,Pintola Organic Peanut Butter Creamy,147.34,6.0%,8.83,6.0%,8.83,-,-,-,-,-,-,27,PC,1,165.0,Cash
1419,,,4122010866,0,03/07/2022,345,,Chocolate Cup Cake,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
1420,,,4122010866,0,03/07/2022,345,,kaju Cookie's swadistb,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
1421,,,4122010866,0,03/07/2022,345,2007,Smith & Jones Tomato Ketchup 90Gms,13.4,6.0%,0.8,6.0%,0.8,-,-,-,-,-,-,27,PC,1,15.0,Cash
1422,,,4122010866,0,03/07/2022,345,,Fiesta Fruit Cake,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
1423,,,4122010866,0,03/07/2022,345,,Mentos ,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1424,,,4122010867,0,03/07/2022,1508,,Reeses,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
1425,,,4122010867,0,03/07/2022,1508,,Hubba Bubba Fabcy Fruit,398,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,199.0,Cash
1426,,,4122010867,0,03/07/2022,1508,,Hubba bubba Snappy Strawberry 55 g,230,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,230.0,Cash
1427,,,4122010867,0,03/07/2022,1508,,Toy Candy,170,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,170.0,Cash
1428,,,4122010867,0,03/07/2022,1508,,"Hershey""S Creamy Milk 100gm",118.66,9.0%,10.67,9.0%,10.67,-,-,-,-,-,-,27,PC,1,140.0,Cash
1429,,,4122010867,0,03/07/2022,1508,1806,Jb Choc Coin 68 Gm Plpch Gold [Mouldd],186.46,9.0%,16.77,9.0%,16.77,-,-,-,-,-,-,27,PC,2,110.0,Cash
1430,,,4122010867,0,03/07/2022,1508,1704,Choc Coin Milk Flavoured Candy 56 Gm Pouch,93.24,9.0%,8.38,9.0%,8.38,-,-,-,-,-,-,27,PC,1,110.0,Cash
1431,,,4122010867,0,03/07/2022,1508,,Hersheys chocolate milk shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
1432,,,4122010867,0,03/07/2022,1508,,Real,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
1433,,,4122010867,0,03/07/2022,1508,,Epigamia Vanilla milk Shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
1434,,,4122010868,0,03/07/2022,545,,Dough Magic Pizza Base 8 Inch,55,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,55.0,Cash
1435,,,4122010868,0,03/07/2022,545,2209,Fruitella Strawberry,160.72,6.0%,9.64,6.0%,9.64,-,-,-,-,-,-,27,PC,3,60.0,Cash
1436,,,4122010868,0,03/07/2022,545,,Tong Garden Salted Almond 35gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
1437,,,4122010868,0,03/07/2022,545,0710,Mccain Potato Cheese Shotz 250Gm,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
1438,,,4122010868,0,03/07/2022,545,3307,meiji Yan Yan  Creamy Chocolate 57 gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
1439,,,4122010869,0,03/07/2022,158,1902,Nongshim Ramyun Shin Soup Noodle,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
1440,,,4122010869,0,03/07/2022,158,,Nissin Hot n Spicy Korean Veg,49,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,49.0,Cash
1441,,,4122010870,0,03/07/2022,783,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1442,,,4122010870,0,03/07/2022,783,,shreenath mix cherry tomato,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
1443,,,4122010870,0,03/07/2022,783,,Shreenath Thai Bird Chilly,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
1444,,,4122010870,0,03/07/2022,783,,Shreenath Thai Mix,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
1445,,,4122010870,0,03/07/2022,783,,Shreenath Baby Potato,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
1446,,,4122010870,0,03/07/2022,783,,Shreenath Capsicum Mix,75,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,75.0,Cash
1447,,,4122010870,0,03/07/2022,783,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
1448,,,4122010870,0,03/07/2022,783,1902,Chings Secret Hakka Veg Noodles 150 Gms,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1449,,,4122010870,0,03/07/2022,783,,Chings  wholw wheat hakka noodles,28.58,6.0%,1.71,6.0%,1.71,-,-,-,-,-,-,27,PC,1,32.0,Cash
1450,,,4122010870,0,03/07/2022,783,,Brinjal,12,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,12.0,Cash
1451,,,4122010870,0,03/07/2022,783,,Ladyfinger,18,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,18.0,Cash
1452,,,4122010870,0,03/07/2022,783,,Habit Lasanea Sheets,223.22,6.0%,13.39,6.0%,13.39,-,-,-,-,-,-,27,PC,1,250.0,Cash
1453,,,4122010870,0,03/07/2022,783,,Urja Eggs  Table 12 N,96,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,96.0,Cash
1454,,,4122010871,0,03/07/2022,320,1806,Cadbery Drinking chocolate,290,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,290.0,Cash
1455,,,4122010871,0,03/07/2022,320,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1456,,,4122010872,0,03/07/2022,130,22029030,Maaza Mango Drink 600 Ml,33.9,9.0%,3.05,9.0%,3.05,-,-,-,-,-,-,27,PC,1,40.0,Cash
1457,,,4122010872,0,03/07/2022,130,,Ever green Snacks,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1458,,,4122010872,0,03/07/2022,130,,Dilly Waffer Rolls,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
1459,,,4122010873,0,03/07/2022,260,,8908006646142,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
1460,,,4122010873,0,03/07/2022,260,,Mr Makhana,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
1461,,,4122010874,0,03/07/2022,286,,Kellogg's Froot Loops ,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
1462,,,4122010874,0,03/07/2022,286,1106,Pro Nature Organic Staples Daliya 500 Gm,53.34,2.5%,1.33,2.5%,1.33,-,-,-,-,-,-,27,PC,1,56.0,Cash
1463,,,4122010874,0,03/07/2022,286,210690,Cornitos Nacho Crisps Premio Sweet Chili 60 gm,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
1464,,,4122010874,0,03/07/2022,286,,alpenliebe,10,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,10.0,Cash
1465,,,4122010875,0,03/07/2022,446,,Fruit & Vegetables,266,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,266.0,Cash
1466,,,4122010875,0,03/07/2022,446,,Kitkat,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
1467,,,4122010875,0,03/07/2022,446,,pocky,110,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,110.0,Cash
1468,,,4122010876,0,03/07/2022,89,,Orika,89,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,89.0,Cash
1469,,,4122010877,0,03/07/2022,30,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1470,,,4122010878,0,03/07/2022,30,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1471,,,4122010879,0,03/07/2022,654,,Kasuri Methi,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
1472,,,4122010879,0,03/07/2022,654,,soup stciks,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1473,,,4122010879,0,03/07/2022,654,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1474,,,4122010879,0,03/07/2022,654,,Kitchen sense bags,169,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,169.0,Cash
1475,,,4122010879,0,03/07/2022,654,,Rusk,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1476,,,4122010879,0,03/07/2022,654,17041000,Fusen gum,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,7,10.0,Cash
1477,,,4122010879,0,03/07/2022,654,,wai wai 3 grain noodles,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,25.0,Cash
1478,,,4122010879,0,03/07/2022,654,0405,Pintola Peanut Butter,165.18,6.0%,9.91,6.0%,9.91,-,-,-,-,-,-,27,PC,1,185.0,Cash
1479,,,4122010879,0,03/07/2022,654,,8908013328543,55,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,55.0,Cash
1480,,,4122010880,0,03/07/2022,190,,White Sandwich Bread,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1481,,,4122010880,0,03/07/2022,190,,Chocolate Cup Cake,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
1482,,,4122010880,0,03/07/2022,190,,Koka ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
1483,,,4122010880,0,03/07/2022,190,,Ever Green Cheese Ball 100 Gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1484,,,4122010881,0,03/07/2022,80,,Ice Pops,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,4,20.0,Cash
1485,,,4122010882,0,03/07/2022,190,,Maagic Pops,10,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,10.0,Cash
1486,,,4122010882,0,03/07/2022,190,,Pocky,110,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,110.0,Cash
1487,,,4122010882,0,03/07/2022,190,,Ever Green Cheese Ring 100 Gm,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,1,40.0,Cash
1488,,,4122010882,0,03/07/2022,190,22029030,PB Chilli Guava,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
1489,,,4122010883,0,03/07/2022,160,,Peanut Bar,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,20.0,Cash
1490,,,4122010883,0,03/07/2022,160,,M R Makhana Himalayan Pink Salt,107.16,6.0%,6.42,6.0%,6.42,-,-,-,-,-,-,27,PC,1,120.0,Cash
1491,,,4122010884,0,03/07/2022,1030,,pringles sour cream,230,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,230.0,Cash
1492,,,4122010884,0,03/07/2022,1030,,Lindt Lindor Assorted 200gm,677.98,9.0%,61.01,9.0%,61.01,-,-,-,-,-,-,27,PC,1,800.0,Cash
1493,,,4122010885,0,03/07/2022,215,17049090,Zour Bomb Cola 110 gm,66.98,6.0%,4.01,6.0%,4.01,-,-,-,-,-,-,27,PC,1,75.0,Cash
1494,,,4122010885,0,03/07/2022,215,,Hershey's strawberry milk shake,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
1495,,,4122010885,0,03/07/2022,215,,Hershey s Milk shake vanilla,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,35.0,Cash
1496,,,4122010886,0,03/07/2022,100,,Skippi,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,5,20.0,Cash
1497,,,4122010887,0,03/07/2022,689,1902,Samyang Raman Kimchi Noodle 120 gm,98.22,6.0%,5.89,6.0%,5.89,-,-,-,-,-,-,27,PC,1,110.0,Cash
1498,,,4122010887,0,03/07/2022,689,,Hubba Bubba Fabcy Fruit,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
1499,,,4122010887,0,03/07/2022,689,,haribo ,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
1500,,,4122010887,0,03/07/2022,689,19023,Samyang Hot Chicken Ramen Stew Type 145 Gm,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
1501,,,4122010888,0,03/07/2022,175,220210,Red Bull 250 Ml,89.86,14.0%,12.57,14.0%,12.57,-,-,-,-,-,-,27,PC,1,115.0,Cash
1502,,,4122010888,0,03/07/2022,175,,clue,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
1503,,,4122010889,0,03/07/2022,439,,haribo marshmellows,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
1504,,,4122010889,0,03/07/2022,439,,Samyang 3x spicy 350gm,133.94,6.0%,8.03,6.0%,8.03,-,-,-,-,-,-,27,PC,1,150.0,Cash
1505,,,4122010889,0,03/07/2022,439,220210,Thums Up 750Ml,28.6,14.0%,3.99,14.0%,3.99,-,-,12.0%,3.42,-,-,27,PC,1,40.0,Cash
1506,,,4122010889,0,03/07/2022,439,,snickers,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
1507,,,4122010890,0,03/07/2022,1145,,Garlic Powder,65,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,65.0,Cash
1508,,,4122010890,0,03/07/2022,1145,21039090,Ragu Chunky Roasted Garlic Pasta Sauce 680g,401.8,6.0%,24.1,6.0%,24.1,-,-,-,-,-,-,27,PC,1,450.0,Cash
1509,,,4122010890,0,03/07/2022,1145,2005,American Garden Green Olives Whole 450G,200.9,6.0%,12.05,6.0%,12.05,-,-,-,-,-,-,27,PC,1,225.0,Cash
1510,,,4122010890,0,03/07/2022,1145,,Lettuse Simpson,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
1511,,,4122010890,0,03/07/2022,1145,,Pro Nature Organic Chia Seeds 150 VM,142.86,2.5%,3.57,2.5%,3.57,-,-,-,-,-,-,27,PC,1,150.0,Cash
1512,,,4122010890,0,03/07/2022,1145,2103, Cremica Salad Dressing - Caesar 350 Gm,174.12,6.0%,10.44,6.0%,10.44,-,-,-,-,-,-,27,PC,1,195.0,Cash
1513,,,4122010891,0,03/07/2022,400,,Kit Kat Chunky White,110,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,110.0,Cash
1514,,,4122010891,0,03/07/2022,400,19023090,Samyang Hot Chicken Ramen Spicy Black 140 Gm,133.94,6.0%,8.03,6.0%,8.03,-,-,-,-,-,-,27,PC,1,150.0,Cash
1515,,,4122010891,0,03/07/2022,400,, Samyang Quattro Cheese Flavour Noodles,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
1516,,,4122010892,0,03/07/2022,25,210690,Ramjee Corn Crackers 80 gm,23.82,2.5%,0.59,2.5%,0.59,-,-,-,-,-,-,27,PC,1,25.0,Cash
1517,,,4122010893,0,03/07/2022,2563,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1518,,,4122010893,0,03/07/2022,2563,,Gudiva 72% Dark Bar 100gm,419.5,9.0%,37.75,9.0%,37.75,-,-,-,-,-,-,27,PC,1,495.0,Cash
1519,,,4122010893,0,03/07/2022,2563,, Kerala Plain Banana Chips 225 VM,157.16,2.5%,3.92,2.5%,3.92,-,-,-,-,-,-,27,PC,1,165.0,Cash
1520,,,4122010893,0,03/07/2022,2563,1806,Jb Choc Coin 68 Gm Plpch Gold [Mouldd],93.24,9.0%,8.38,9.0%,8.38,-,-,-,-,-,-,27,PC,1,110.0,Cash
1521,,,4122010893,0,03/07/2022,2563,,Real Thai Coconut Milk,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
1522,,,4122010893,0,03/07/2022,2563,2103,Red Thai Green Curry Paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
1523,,,4122010893,0,03/07/2022,2563,19053100,Meiji  Hello Panda Biscuit Doubble Chocolate Filling 57 gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
1524,,,4122010893,0,03/07/2022,2563,,Nissin Hot n Spicy Korean Veg,196,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,4,49.0,Cash
1525,,,4122010893,0,03/07/2022,2563,2106,Klf Coconad Real Coconut Milk Pdr 100G,85.72,2.5%,2.14,2.5%,2.14,-,-,-,-,-,-,27,PC,1,90.0,Cash
1526,,,4122010893,0,03/07/2022,2563,,GAIA OLIVE OIL EXTRA VIRGIN 1LTR,825,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,825.0,Cash
1527,,,4122010893,0,03/07/2022,2563,,makhana,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
1528,,,4122010893,0,03/07/2022,2563,,Uraj White Eggs 6N,48,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,48.0,Cash
1529,,,4122010893,0,03/07/2022,2563,,Cropino Choc Hazelnut Spread 200gm,168.66,9.0%,15.17,9.0%,15.17,-,-,-,-,-,-,27,PC,1,199.0,Cash
1530,,,4122010894,0,03/07/2022,1334,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1531,,,4122010894,0,03/07/2022,1334,,whole wheat bread,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
1532,,,4122010894,0,03/07/2022,1334,,Toblerone Dark Chocolate With Honey & Almonde,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
1533,,,4122010894,0,03/07/2022,1334,16023200,Venkys Chicken Nuggets 500 Gms,308.04,6.0%,18.48,6.0%,18.48,-,-,-,-,-,-,27,PC,1,345.0,Cash
1534,,,4122010894,0,03/07/2022,1334,16023200,Venkys Chicken&Cheese Nuggets 500Gms,316.98,6.0%,19.01,6.0%,19.01,-,-,-,-,-,-,27,PC,1,355.0,Cash
1535,,,4122010894,0,03/07/2022,1334,,Gadre Spicy Fish Finngers,165.18,6.0%,9.91,6.0%,9.91,-,-,-,-,-,-,27,PC,1,185.0,Cash
1536,,,4122010894,0,03/07/2022,1334,21039030,Cremica Mayo Lite 275 Gm,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
1537,,,4122010894,0,03/07/2022,1334,2103,Veeba Cheese Chilli Spread 275g ,88.4,6.0%,5.3,6.0%,5.3,-,-,-,-,-,-,27,PC,1,99.0,Cash
1538,,,4122010895,0,03/07/2022,90,,Red Velvet Cup Cake,90,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,90.0,Cash
1539,,,4122010896,0,03/07/2022,30,,Carry Bag,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1540,,,4122010897,0,03/07/2022,210,1806,Ritebite Choco Berry Work-Out Protein Bar 50G,118.66,9.0%,10.67,9.0%,10.67,-,-,-,-,-,-,27,PC,2,70.0,Cash
1541,,,4122010897,0,03/07/2022,210,,Rite Bite Fruet & Nut bar 50gm,59.34,9.0%,5.33,9.0%,5.33,-,-,-,-,-,-,27,PC,1,70.0,Cash
1542,,,4122010898,0,03/07/2022,518,,bascket,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
1543,,,4122010898,0,03/07/2022,518,1905,Cocoa Superseed Bagguuette W/Grain & Oats 300gm,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
1544,,,4122010898,0,03/07/2022,518,1902,Koka Curry Noodles 85 Gms,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
1545,,,4122010898,0,03/07/2022,518,1902,Koka Chicken Satay Noodles 85Gm,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
1546,,,4122010898,0,03/07/2022,518,,Nissin Hot n Spicy Korean Chiken,98,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,49.0,Cash
1547,,,4122010899,0,03/07/2022,640,,Carry Bag,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
1548,,,4122010899,0,03/07/2022,640,2106,Hersheys  chocolate Syrup Genuine 200 G,80.52,9.0%,7.24,9.0%,7.24,-,-,-,-,-,-,27,PC,1,95.0,Cash
1549,,,4122010899,0,03/07/2022,640,190532,Dukes Wafers - Waffy (Orange Flavor) 75 Gm Pouching,19.08,9.0%,1.71,9.0%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
1550,,,4122010899,0,03/07/2022,640,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,19.08,9.0%,1.71,9.0%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
1551,,,4122010899,0,03/07/2022,640,,24Mantra Organic Super Grain Quinoa,190,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,190.0,Cash
1552,,,4122010899,0,03/07/2022,640,2007, Cremica Premium Jam Mixed Fruit 225Gm,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,1,80.0,Cash
1553,,,4122010899,0,03/07/2022,640,1902,ChefS Basket Durum Wheat Pasta - Penne 500 Gm,156.26,6.0%,9.37,6.0%,9.37,-,-,-,-,-,-,27,PC,2,87.5,Cash
1554,,,4122010899,0,03/07/2022,640,20098910,Paper Boat Anar Juice 180 Ml,21.2,9.0%,1.9,9.0%,1.9,-,-,-,-,-,-,27,PC,1,25.0,Cash
1555,,,4122010900,0,03/07/2022,290,,Ever Green Cheese Ring 100 Gm,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,2,40.0,Cash
1556,,,4122010900,0,03/07/2022,290,,Kettle Lime & Chili,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
1557,,,4122010900,0,03/07/2022,290,210690,Cornito Thai Swet Chli Nachos Chps 150G,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
1558,,,4122010900,0,03/07/2022,290,,Big Babol Tutti Frutti,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
1559,,,4122010901,0,03/07/2022,80,2009,Raw Pressery Guava Cold Pressed Juice 250Ml,71.41,6.0%,4.27,6.0%,4.27,-,-,-,-,0.075%,0.05,27,PC,1,80.0,Cash
1560,,,4122010902,0,03/07/2022,270,,Swadist bite,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
1561,,,4122010902,0,03/07/2022,270,0406,Chabaa Strawberry Jam 240g,138.4,6.0%,8.3,6.0%,8.3,-,-,-,-,-,-,27,PC,1,155.0,Cash
1562,,,4122010902,0,03/07/2022,270,,Hershey's strawberry milk shake,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
1563,,,4122010903,0,03/07/2022,215,0710,Mccain Potato Cheese Shotz 400G,191.98,6.0%,11.51,6.0%,11.51,-,-,-,-,-,-,27,PC,1,215.0,Cash
1564,,,4122010904,0,03/07/2022,610,,Chocos,180,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,180.0,Cash
1565,,,4122010904,0,03/07/2022,610,3005,Bagrry S Swiss Style Muesli,294.66,6.0%,17.67,6.0%,17.67,-,-,-,-,-,-,27,PC,1,330.0,Cash
1566,,,4122010904,0,03/07/2022,610,3307,meiji Yan Yan  Creamy Chocolate 57 gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
1567,,,4122010905,0,03/07/2022,145,,White Castle,145,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,145.0,Cash
1568,,,4122010906,0,03/07/2022,175,,dairy milk,175,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,175.0,Cash
1569,,,4122010907,0,03/07/2022,995,,Ice Breakers Grape,230,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,230.0,Cash
1570,,,4122010907,0,03/07/2022,995,19059010,Betty Crocker Originl Pancake Mix 1Kg,376.2,2.5%,9.4,2.5%,9.4,-,-,-,-,-,-,27,PC,1,395.0,Cash
1571,,,4122010907,0,03/07/2022,995,2106,Tex Mix Salsalito Wrap Tortilla Original 348G,180.96,2.5%,4.52,2.5%,4.52,-,-,-,-,-,-,27,PC,1,190.0,Cash
1572,,,4122010907,0,03/07/2022,995,2106,Tex Mex Salsalito Taco Shells 135G,160.72,6.0%,9.64,6.0%,9.64,-,-,-,-,-,-,27,PC,1,180.0,Cash
1573,,,4122010908,0,03/07/2022,220,1004,Bagrrys Oats For Atta Box 500G,209.54,2.5%,5.23,2.5%,5.23,-,-,-,-,-,-,27,PC,2,110.0,Cash
